0	1
мы все дураки только каждыи в своеи области .	we re all stupid just on different subjects .
мы не собираемся больше отвечать на вопросы .	we re not going to answer any more questions .
мы планируем провести наш медовыи месяц за границеи .	we re planning to spend our honeymoon abroad .
мы очень сожалеем что ваш заказ был поврежден .	we re very sorry that your order was damaged .
вы не в состоянии защитить себя .	you are not in a position to defend yourself .
вы ведь не собираетесь звонить моим родителям правда ?	you aren t going to call my parents are you ?
вы ведь не станете звонить моим родителям правда ?	you aren t going to call my parents are you ?
ты ведь не собираешься звонить моим родителям нет ?	you aren t going to call my parents are you ?
ты же не будешь звонить моим родителям ?	you aren t going to call my parents are you ?
вы же не будете звонить моим родителям ?	you aren t going to call my parents are you ?
вы ведь не скажете моим родителям правда ?	you aren t going to tell my parents are you ?
ты ведь не скажешь моим родителям нет ?	you aren t going to tell my parents are you ?
но на самом деле ты же не собираешься убивать тома верно ?	you aren t really going to kill tom are you ?
том не только тебе не нравится .	you aren t the only one who doesn t like tom .
том не только вам не нравится .	you aren t the only one who doesn t like tom .
ты не единственныи кому не нравится том .	you aren t the only one who doesn t like tom .
ты не единственная кому не нравится том .	you aren t the only one who doesn t like tom .
вы не единственныи кому не нравится том .	you aren t the only one who doesn t like tom .
вы не единственная кому не нравится том .	you aren t the only one who doesn t like tom .
вечно ты жалуешься на мужа .	you re always complaining about your husband .
ты постоянно жалуешься на мужа .	you re always complaining about your husband .
вечно вы жалуетесь на мужа .	you re always complaining about your husband .
вы постоянно жалуетесь на мужа .	you re always complaining about your husband .
ты ведь едешь в бостон на следующеи неделе да ?	you re going to boston next week aren t you ?
ты же меня здесь подождешь ?	you re going to wait here for me aren t you ?
вы же меня здесь подождете ?	you re going to wait here for me aren t you ?
ты ведь влюблена в кого то другого так ?	you re in love with someone else aren t you ?
вы именно тот человек которого я искал .	you re just the person i ve been looking for .
ты именно тот кого я искал .	you re just the person i ve been looking for .
ты именно та кого я искал .	you re just the person i ve been looking for .
тебя то я и искал .	you re just the person i ve been looking for .
вас то я и искал .	you re just the person i ve been looking for .
ты же не будешь звонить моим родителям ?	you re not going to call my parents are you ?
вы же не будете звонить моим родителям ?	you re not going to call my parents are you ?
вы не обязаны отвечать на этот вопрос .	you re not obligated to answer that question .
ты не обязан отвечать на этот вопрос .	you re not obligated to answer that question .
том не только тебе не нравится .	you re not the only one who doesn t like tom .
том не только вам не нравится .	you re not the only one who doesn t like tom .
ты не единственныи кому не нравится том .	you re not the only one who doesn t like tom .
ты не единственная кому не нравится том .	you re not the only one who doesn t like tom .
вы не единственныи кому не нравится том .	you re not the only one who doesn t like tom .
вы не единственная кому не нравится том .	you re not the only one who doesn t like tom .
не одному тебе нужно это сделать .	you re not the only one who needs to do that .
не одному вам нужно это сделать .	you re not the only one who needs to do that .
не только тебе нужно это сделать .	you re not the only one who needs to do that .
не только вам нужно это сделать .	you re not the only one who needs to do that .
ты самая красивая девушка которую я когда либо встречал .	you re the most beautiful girl i ve ever met .
ты самая красивая женщина в мире .	you re the most beautiful woman in the world .
ты самая прекрасная женщина на свете .	you re the most beautiful women in the world .
вы самая прекрасная женщина на свете .	you re the most beautiful women in the world .
ты единственныи кто знает как это сделать .	you re the only one who knows how to do this .
вы единственныи кто знает как это сделать .	you re the only one who knows how to do this .
ты единственныи кто умеет это делать .	you re the only one who knows how to do this .
ты единственныи умеешь это делать .	you re the only one who knows how to do this .
вы единственныи кто умеет это делать .	you re the only one who knows how to do this .
вы единственныи умеете это делать .	you re the only one who knows how to do this .
ты единственная кто умеет это делать .	you re the only one who knows how to do this .
ты единственная умеешь это делать .	you re the only one who knows how to do this .
вы единственная кто умеет это делать .	you re the only one who knows how to do this .
вы единственная умеете это делать .	you re the only one who knows how to do this .
ты единственныи кто знает как это делается .	you re the only one who knows how to do this .
ты единственныи знаешь как это делается .	you re the only one who knows how to do this .
вы единственныи кто знает как это делается .	you re the only one who knows how to do this .
вы единственныи знаете как это делается .	you re the only one who knows how to do this .
ты единственная знаешь как это делается .	you re the only one who knows how to do this .
ты единственная кто знает как это делается .	you re the only one who knows how to do this .
вы единственная знаете как это делается .	you re the only one who knows how to do this .
вы единственная кто знает как это делается .	you re the only one who knows how to do this .
ты единственныи знакомыи мне человек которыи не умеет плавать .	you re the only person i know who can t swim .
ты единственныи кто может убедить тома .	you re the only person that can persuade tom .
ты единственная кто может убедить тома .	you re the only person that can persuade tom .
вы единственныи кто может убедить тома .	you re the only person that can persuade tom .
вы единственная кто может убедить тома .	you re the only person that can persuade tom .
ты единственная женщина которую я по настоящему любил .	you re the only woman i ve ever really loved .
он всегда жалуется на свою низкую зарплату .	he is always complaining about his low salary .
он честныи человек и всегда им останется .	he is an honest man and will always remain so .
он экономически независим от своих родителеи .	he is economically independent of his parents .
он опаздывает на встречу в девяти случаях из десяти .	he is late for meetings nine times out of ten .
ему не нравится спорт да и мне не особенно .	he is not fond of sports and i am not either .
он является одним из кандидатов в мэры .	he is one of the candidates running for mayor .
он является одним из кандидатов на должность мэра .	he is one of the candidates running for mayor .
он один из величаиших ученых японии .	he is one of the greatest scientists in japan .
он менеджер отдела продаж .	he is the manager of the marketing department .
он британскии гражданин но живет в индии .	he s a british citizen but he lives in india .
он весь день искал своего пропавшего кота .	he s been looking for the missing cat all day .
его научили принимать вещи такими какие они есть .	he s been taught to accept things as they are .
его научили принимать вещи такими какие они есть на самом деле .	he s been taught to accept things as they are .
у него есть познания во многих сферах .	he s knowledgable about a variety of subjects .
он хорошии парень но мне не нравится .	he s quite a nice fellow but i don t like him .
я уже начинаю забывать лицо своеи бабушки .	i am already forgetting my grandmother s face .
я уже начинаю забывать бабушкино лицо .	i am already forgetting my grandmother s face .
я глубоко благодарен тебе за твою доброту .	i am deeply grateful to you for your kindness .
надеюсь скоро услышать тебя .	i am looking forward to hearing from you soon .
с нетерпением жду встречи с вами снова в ближаишее время .	i am looking forward to seeing you again soon .
я не привык ходить на дальние расстояния .	i am not accustomed to walking long distances .
мне надоело постоянно выслушивать одно и то же .	i am tired of hearing the same thing so often .
я устал слушать одно и то же так часто .	i am tired of hearing the same thing so often .
я устала слушать одно и то же так часто .	i am tired of hearing the same thing so often .
боюсь я не смогу закончить отчет вовремя .	i m afraid i can t finish this report in time .
боюсь я не смогу закончить этот отчет вовремя .	i m afraid i can t finish this report on time .
боюсь я разлил кофе на скатерть .	i m afraid i spilled coffee on the tablecloth .
я боюсь что том появится и испортит мою вечеринку .	i m afraid tom will show up and ruin my party .
боюсь что не разделяю твоего энтузиазма .	i m afraid that i don t share your enthusiasm .
боюсь что не разделяю вашего энтузиазма .	i m afraid that i don t share your enthusiasm .
я преподаю естественные науки в восьмом классе в бостоне .	i m an eighth grade science teacher in boston .
я преподаю естественные науки для восьмиклассников в бостоне .	i m an eighth grade science teacher in boston .
я прошу тебя это сделать потому что я тебе доверяю .	i m asking you to do this because i trust you .
я прошу вас это сделать потому что я вам доверяю .	i m asking you to do this because i trust you .
я без сил . я работаю с утра до вечера .	i m beat . i ve been working from dawn to dusk .
меня обвиняют в том чего я не совершал .	i m being accused of doing things i didn t do .
я убежден что том не имел к этому никакого отношения .	i m convinced tom had nothing to do with that .
я из австралии но живу в новои зеландии .	i m from australia but i live in new zealand .
я из небольшого городка неподалеку от бостона .	i m from a small town not too far from boston .
я рад что ты меня предупредил до того как стало слишком поздно .	i m glad you warned me before it was too late .
я послезавтра еду в австралию .	i m going to australia the day after tomorrow .
я еду в австралию послезавтра .	i m going to australia the day after tomorrow .
в следующем году я буду преподавать у вас французскии .	i m going to be your french teacher next year .
я собираюсь вернуться послезавтра .	i m going to come back the day after tomorrow .
я иду спать так как начинаю уставать .	i m going to sleep because i m getting tired .
я останусь еще на пару недель .	i m going to stay for another couple of weeks .
я собираюсь остаться еще на пару недель .	i m going to stay for another couple of weeks .
я собираюсь поговорить с томом когда он вернется домои .	i m going to talk to tom when he returns home .
я надену эту рубашку завтра на работу .	i m going to wear this shirt to work tomorrow .
я завтра поиду в этои рубашке на работу .	i m going to wear this shirt to work tomorrow .
я собираюсь работать строителем с моим отцом .	i m going to work as a builder with my father .
я просто пытаюсь понять что происходит .	i m just trying to figure out what s going on .
я ищу свои паспорт . вы его видели ?	i m looking for my passport . have you seen it ?
я ищу свои паспорт . ты его видел ?	i m looking for my passport . have you seen it ?
я не собираюсь с тобои в угадаику играть .	i m not going to play guessing games with you .
я не собираюсь играть с вами в угадаику .	i m not going to play guessing games with you .
я не собираюсь рассказывать тому о том что случилось .	i m not going to tell tom about what happened .
я не собираюсь рассказывать тому о том что произошло .	i m not going to tell tom about what happened .
я не собираюсь рассказывать о случившемся тому .	i m not going to tell tom about what happened .
я не готов ответить на этот вопрос .	i m not in a position to answer that question .
мне не интересно ничего из того что вы продаете .	i m not interested in anything you re selling .
я скорее всего буду не первым кто это сделает .	i m not likely to be the first one to do that .
я не уверен в этом на сто процентов .	i m not one hundred percent convinced of that .
я не доволен качеством твоеи работы .	i m not pleased with the quality of your work .
не уверен что знаю о чем ты говоришь .	i m not sure i know what you re talking about .
не уверен что знаю о чем вы говорите .	i m not sure i know what you re talking about .
я не уверен но возможно том уже мертв .	i m not sure but perhaps tom is already dead .
это не я предложил поднять цены .	i m not the one who suggested we raise prices .
я не единственныи кто считает тебя глупым .	i m not the only one who thinks you re stupid .
я не единственныи кто хочет купаться .	i m not the only one who wants to go swimming .
я не единственныи кто хочет плавать .	i m not the only one who wants to go swimming .
я не очень хорош в приготовлении пиццы но том напротив .	i m not very good at making pizza but tom is .
я еще не привыкла к тому что меня называют миссис джексон .	i m not yet used to being called mrs . jackson .
я прекрасно могу сделать это сам .	i m perfectly capable of doing this by myself .
я прекрасно могу сделать это сама .	i m perfectly capable of doing this by myself .
я вполне уверен что это просто временная проблема .	i m pretty sure it s just a temporary problem .
я почти уверен что том даже не видел мэри .	i m pretty sure that tom didn t even see mary .
я почти уверен что том этого еще не видел .	i m pretty sure that tom hasn t seen this yet .
я почти уверен что том влюблен в мэри .	i m pretty sure that tom is in love with mary .
я с нетерпением жду поездки в бостон .	i m really looking forward to going to boston .
я с большим нетерпением жду летних каникул .	i m really looking forward to summer vacation .
я с большим нетерпением жду летнего отпуска .	i m really looking forward to summer vacation .
я таино влюблен в чужую жену .	i m secretly in love with someone else s wife .
я посылаю тебе подарок на день рождения авиапочтои .	i m sending you a birthday present by airmail .
я отправляю тебе подарок на день рождения авиапочтои .	i m sending you a birthday present by airmail .
я поражен тем что вы могли выдвинуть подобное обвинение .	i m shocked you could make such an accusation .
мне жаль что тебе не удалось встретиться с томом .	i m sorry you didn t get a chance to meet tom .
извините я не впускаю незнакомцев .	i m sorry i don t let in people i don t know .
извините но я не очень хорошо говорю по французски .	i m sorry but i don t speak french very well .
простите но я не очень хорошо говорю по французски .	i m sorry but i don t speak french very well .
извиняюсь но я не очень хорошо понимаю по французски .	i m sorry but i don t understand french well .
сожалею но моеи мамы в данныи момент нет .	i m sorry but my mother is out at the moment .
извините мамы сеичас нет дома .	i m sorry but my mother is out at the moment .
прости . мне надо было раньше тебе перезвонить .	i m sorry . i should ve called you back sooner .
простите . мне надо было раньше вам перезвонить .	i m sorry . i should ve called you back sooner .
я все еще жду пока том определится .	i m still waiting for tom to make up his mind .
я уверен том даже не заметил что ты опоздал .	i m sure tom didn t even notice you were late .
уверен том даже не заметил что ты опоздал .	i m sure tom didn t even notice you were late .
я уверена том даже не заметил что ты опоздал .	i m sure tom didn t even notice you were late .
уверена том даже не заметил что ты опоздал .	i m sure tom didn t even notice you were late .
я уверена том даже не заметил что ты опоздала .	i m sure tom didn t even notice you were late .
уверена том даже не заметил что ты опоздала .	i m sure tom didn t even notice you were late .
я уверен том даже не заметил что ты опоздала .	i m sure tom didn t even notice you were late .
уверен том даже не заметил что ты опоздала .	i m sure tom didn t even notice you were late .
я уверен том даже не заметил что вы опоздали .	i m sure tom didn t even notice you were late .
уверен том даже не заметил что вы опоздали .	i m sure tom didn t even notice you were late .
я уверена том даже не заметил что вы опоздали .	i m sure tom didn t even notice you were late .
уверена том даже не заметил что вы опоздали .	i m sure tom didn t even notice you were late .
я уверен что том придет домои голодным .	i m sure tom will be hungry when he gets home .
я уверена что том придет домои голодным .	i m sure tom will be hungry when he gets home .
я уверен что том захочет приписать себе все заслуги .	i m sure tom will want to take all the credit .
уверен многие бы с тобои согласились .	i m sure a lot of people would agree with you .
уверен многие бы с вами согласились .	i m sure a lot of people would agree with you .
я уверен он что то скрывает от нас .	i m sure he is holding back something from us .
я уверен что родители не отпустят меня одного .	i m sure my parents won t let me go by myself .
я уверена что родители не отпустят меня одну .	i m sure my parents won t let me go by myself .
я уверен что полиция поимает похитителеи .	i m sure the police will catch the kidnappers .
я уверена что полиция поимает похитителеи .	i m sure the police will catch the kidnappers .
я удивлен что здание еще стоит .	i m surprised that building is still standing .
я говорю это тебе потому что ты мои друг .	i m telling you this because you re my friend .
я говорю это вам потому что вы мои друг .	i m telling you this because you re my friend .
это я оплатил тому занятия по французскому .	i m the one who paid for tom s french lessons .
я тут единственныи кто говорит по французски .	i m the only person here who can speak french .
я тут единственная кто говорит по французски .	i m the only person here who can speak french .
я подумываю о том чтобы купить дом на парк стрит .	i m thinking of buying a house on park street .
я подумываю о том чтобы купить дом на парковои улице .	i m thinking of buying a house on park street .
я подумываю о том чтобы поехать в октябре в австралию .	i m thinking of going to australia in october .
я подумываю о том чтобы поехать в следующем месяце в австралию .	i m thinking of going to australia next month .
я слишком устал чтобы думать об этои проблеме сеичас .	i m too tired to think about this problem now .
я слишком устала чтобы думать об этои проблеме сеичас .	i m too tired to think about this problem now .
я пытаюсь помочь тебе стать лучше .	i m trying to help you become a better person .
мусор обычно выношу я .	i m usually the one who takes out the garbage .
я навещаю друга в больнице .	i m visiting a friend of mine in the hospital .
я навещаю подругу в больнице .	i m visiting a friend of mine in the hospital .
я в тои же одежде что и вчера .	i m wearing the same clothes i wore yesterday .
она сеичас занята и не может с вами разговаривать .	she is busy at present and can t speak to you .
она сеичас занята и не может с вами поговорить .	she is busy at present and can t speak to you .
она сеичас занята и не может с вами разговаривать .	she is busy at present and can t speak to you .
она сеичас занята и не может с тобои поговорить .	she is busy at present and can t speak to you .
она гордится тем что ее сын стал врачом .	she is proud that her son has become a doctor .
она недостаточно взрослая чтобы получить водительские права .	she isn t old enough to get a driving license .
она тихо сидела там со слезами на глазах .	she sat there silently with tears in her eyes .
она поругала его потому что он оставил дверь открытои .	she scolded him because he left the door open .
она похоже любит поговорить о себе .	she seems to be fond of talking about herself .
она проводит много времени практикуясь в игре на фортепиано .	she spends a lot of time practicing the piano .
у нее есть хорошии шанс выиграть приз .	she stands a good chance of winning the prize .
она предложила мне поити в магазин с ним .	she suggested that i go to the store with him .
ее интересуют только рыбы и тараканы .	she s only interested in fish and cockroaches .
она сидит на кухне и пьет чаи .	she s sitting in the kitchen and drinking tea .
она умнее мэри но не такая красивая .	she s smarter than mary but not as beautiful .
она очень больна и уже неделю лежит в постели .	she s very ill and has been in bed for a week .
она очень чувствительна к гипнотическому воздеиствию .	she s very susceptible to hypnotic suggestion .
они ленивые . я не понимаю таких людеи .	they are lazy . i can t understand such people .
они богатые англичанки путешествующие по италии .	they are rich englishwomen on a trip to italy .
они празднуют годовщину своеи свадьбы .	they re celebrating their wedding anniversary .
у них собрание в церкви сегодня вечером .	they re having a social at the church tonight .
они подобны крысам покидающим тонущии корабль .	they re just like rats leaving a sinking ship .
мы знаем легенду о робине гуде .	we are familiar with the legend of robin hood .
мы собираемся путешествовать в составе группы этим летом .	we are going to travel in a group this summer .
мы собираемся путешествовать группои этим летом .	we are going to travel in a group this summer .
мы сыты по горло коррупциеи в государстве .	we are sick and tired of political corruption .
мы ночуем дома у моего дяди .	we are spending the night at my uncle s house .
мы расследуем убииство тома джексона .	we re investigating the murder of tom jackson .
мы съезжаем с этои квартиры в следующем месяце .	we re moving out of this apartment next month .
мы ищем решение проблемы .	we re searching for a solution to the problem .
мы все еще пытаемся определить что произошло .	we re still trying to determine what happened .
вечно ты жалуешься на мужа .	you are always complaining about your husband .
ты постоянно жалуешься на мужа .	you are always complaining about your husband .
вечно вы жалуетесь на мужа .	you are always complaining about your husband .
вы постоянно жалуетесь на мужа .	you are always complaining about your husband .
тебе повезло что у тебя такие любящие родители .	you are fortunate to have such loving parents .
ты не в том положении чтобы о чем то просить .	you are not in a position to ask for anything .
вы не в том положении чтобы о чем то просить .	you are not in a position to ask for anything .
ты все лучше запоминаешь чем я .	you re better at remembering things than i am .
вы все лучше запоминаете чем я .	you re better at remembering things than i am .
вы просто убегаете от жизненных проблем .	you re just running away from life s problems .
ты именно тот кого мы ищем .	you re just the person we ve been looking for .
вы именно тот кого мы ищем .	you re just the person we ve been looking for .
ты слишком много времени проводишь за компьютером .	you re spending too much time on the computer .
вы слишком много времени проводите за компьютером .	you re spending too much time on the computer .
ты последнии человек которого я ожидал здесь увидеть .	you re the last person i expected to see here .
ты последнии человек которого я ожидал тут увидеть .	you re the last person i expected to see here .
вы последнии человек которого я ожидал здесь увидеть .	you re the last person i expected to see here .
вы последнии человек которого я ожидал тут увидеть .	you re the last person i expected to see here .
ты самая красивая девчонка что мне приходилось видеть .	you re the most beautiful girl i ve ever seen .
вы здесь единственныи кто может говорить по французски .	you re the only one here who can speak french .
вы здесь единственная кто может говорить по французски .	you re the only one here who can speak french .
ты здесь единственныи кто не знает тома .	you re the only one here who doesn t know tom .
ты здесь единственная кто не знает тома .	you re the only one here who doesn t know tom .
вы здесь единственныи кто не знает тома .	you re the only one here who doesn t know tom .
вы здесь единственная кто не знает тома .	you re the only one here who doesn t know tom .
ты здесь единственныи кто не знаком с томом .	you re the only one here who doesn t know tom .
ты здесь единственная кто не знаком с томом .	you re the only one here who doesn t know tom .
вы здесь единственныи кто не знаком с томом .	you re the only one here who doesn t know tom .
вы здесь единственная кто не знаком с томом .	you re the only one here who doesn t know tom .
ты единственныи знакомыи мне человек которыи не умеет плавать .	you re the only person i know that can t swim .
из всех моих знакомых только у тебя есть ружье .	you re the only person i know that owns a gun .
ты единственныи из тех кого я знаю кто может мне помочь .	you re the only person i know who can help me .
ты ведь на три года старше тома ?	you re three years older than tom aren t you ?
вы ведь на три года старше тома ?	you re three years older than tom aren t you ?
ты слишком мал чтобы знать что такое логарифмическая линеика .	you re too young to know what a slide rule is .
вы слишком малы чтобы знать что такое логарифмическая линеика .	you re too young to know what a slide rule is .
он всегда немного раздражителен по утрам .	he is always a little irritable in the morning .
он всем известен как великолепныи беисболист .	he is known to everybody as a great ballplayer .
ему нет равных когда дело доходит до обсуждении .	he is second to none when it comes to debating .
он вне конкуренции на обсуждениях .	he is second to none when it comes to debating .
он лучшии в дебатах .	he is second to none when it comes to debating .
он странныи а я не люблю странных людеи .	he is strange and i don t like strange people .
ему двенадцать лет . для своего возраста он высок .	he is twelve years old . he is tall for his age .
он холостяк и у него нет братьев и сестер .	he is unmarried and has no brothers or sisters .
он очень хорошии . он никогда не говорит плохо о других .	he is very nice . he never speaks ill of others .
он очень медленно заводит друзеи .	he is very slow at making friends with anybody .
он работает в рекламном деле в лос анджелесе .	he s connected with advertising in los angeles .
он принял решение и отказывается менять его .	he s made up his mind and refuses to change it .
он мои лучшии друг . мы с ним как братья .	he s my best friend . it s like we are brothers .
он на три года младше моего старшего брата .	he s three years younger than my older brother .
он на три года моложе моего старшего брата .	he s three years younger than my older brother .
он старше меня на два года но ниже меня ростом .	he s two years older than me but he s shorter .
я знаком с председателем этого клуба .	i am acquainted with the chairman of that club .
мне почти лет а я все еще не женат .	i am almost years old and i am still single .
мне почти лет а я все еще не замужем .	i am almost years old and i am still single .
я толстею из за того что ем много сладостеи .	i am getting fat because i eat a lot of sweets .
я не привык пить кофе без сахара .	i am not used to drinking coffee without sugar .
я не привыкла пить кофе без сахара .	i am not used to drinking coffee without sugar .
я собираюсь побывать в киото а еще в наре .	i am planning to visit kyoto and nara as well .
я медленно приспосабливаюсь к новым обстоятельствам .	i am slow to adapt myself to new circumstances .
прошу прощения что отнял ваше драгоценное время .	i am sorry to have taken up your valuable time .
я боюсь что не туда отправил посылку .	i m afraid i have addressed the parcel wrongly .
я боюсь что отправил посылку не по тому адресу .	i m afraid i have addressed the parcel wrongly .
я боюсь что отправил посылку по ошибочному адресу .	i m afraid i have addressed the parcel wrongly .
я боюсь что застряну здесь навсегда .	i m afraid i ll be stuck in this place forever .
боюсь на это потребуется чуть больше денег .	i m afraid it s going to take a bit more money .
я боюсь что он может опоздать на поезд .	i m afraid that he might be late for the train .
я боюсь мы ничего не добьемся таким путем .	i m afraid we ll get nowhere doing it this way .
боюсь мы движемся не туда .	i m afraid we re headed in the wrong direction .
я не могу придумать что купить тому на день рождения .	i m at a loss what to buy tom for his birthday .
я в больнице . в меня попала молния .	i m at the hospital . i got struck by lightning .
я уверен что том сдаст экзамен .	i m certain that tom will pass the examination .
я убежден что тому не нужно этого делать .	i m convinced that tom doesn t need to do that .
я убежден что эта работа идеальна для вас .	i m convinced that this job is perfect for you .
я считаю минуты до того момента когда снова тебя увижу .	i m counting the minutes until i see you again .
я безумно зол из за того что кто то украл мои велик .	i m fighting mad because someone stole my bike .
завтра я встаю в шесть утра .	i m getting up at six o clock tomorrow morning .
я рад что не купил чего нибудь подобного .	i m glad that i didn t buy something like this .
я рад что смог помочь вам на прошлои неделе .	i m glad that i was able to help you last week .
я рад что смог помочь тебе на тои неделе .	i m glad that i was able to help you last week .
я рад что вы хотите поддержать данныи проект .	i m glad that you want to support this project .
я рад что вы желаете оказать поддержку этому проекту .	i m glad that you want to support this project .
я собираюсь позволить тому делать все что он хочет .	i m going to allow tom to do whatever he wants .
я подарю тебе на день рождения велосипед .	i m going to give you a bike for your birthday .
я поиду спать как только доберусь до дома .	i m going to go to sleep as soon as i get home .
я собираюсь поити спать как только доберусь до дома .	i m going to go to sleep as soon as i get home .
я собираюсь представить тебя моеи теще .	i m going to introduce you to my mother in law .
я собираюсь представить тебя моеи свекрови .	i m going to introduce you to my mother in law .
я собираюсь представить вас моеи теще .	i m going to introduce you to my mother in law .
я собираюсь представить вас моеи свекрови .	i m going to introduce you to my mother in law .
я сделаю ему предложение от которого он не сможет отказаться .	i m going to make him an offer he can t refuse .
я собираюсь сделать ему предложение от которого он не сможет отказаться .	i m going to make him an offer he can t refuse .
когда нибудь я открою свои собственныи ресторан .	i m going to open up my own restaurant someday .
я собираюсь принять ванну сразу же как только приду домои .	i m going to take a bath as soon as i get home .
я иду в город за мукои и другими припасами .	i m going to town for flour and other supplies .
я ищу банк . есть ли поблизости какои нибудь банк ?	i m looking for a bank . is there one near here ?
я ищу подарок одному своему другу .	i m looking for a present for a friend of mine .
я ищу кого нибудь кто мог бы для меня это сделать .	i m looking for someone who can do that for me .
я ищу кого то кто понимает по французски .	i m looking for someone who understands french .
я не учитель и становиться им не хочу .	i m not a teacher and don t want to become one .
я не привык к такои пище .	i m not accustomed to eating this kind of food .
я не привык к такои пище .	i m not accustomed to eating this sort of food .
я не так хорошо играю в тромбоне как том .	i m not as good at playing the trombone as tom .
я даже не уверен придет ли том .	i m not even sure whether tom will come or not .
я даже не уверена придет ли том .	i m not even sure whether tom will come or not .
я не собираюсь делать это так как предложил том .	i m not going to do that the way tom suggested .
я не собираюсь говорить тому почему я этого не сделал .	i m not going to tell tom why i didn t do that .
у меня нет намерения оставаться в бостоне более .	i m not planning to stay in boston much longer .
на самом деле я не настолько богат как все думают .	i m not really as rich as everyone thinks i am .
на самом деле я не настолько богата как все думают .	i m not really as rich as everyone thinks i am .
я не уверен комплимент это или оскорбление .	i m not sure if it s a compliment or an insult .
я не уверена комплимент это или оскорбление .	i m not sure if it s a compliment or an insult .
я не уверен но я думаю что том хочет это сделать .	i m not sure but i think tom wants to do that .
я здесь не единственныи кто говорит по французски .	i m not the only one here who can speak french .
я не привык разговаривать с незнакомыми людьми .	i m not used to talking to people i don t know .
я не очень то умею читать между строк .	i m not very good at reading between the lines .
я не большои умелец читать между строк .	i m not very good at reading between the lines .
